id,designation,quantite,prix_achat,prix_vente,kg,valeur_cost,valeur_sale
1141,Fugabella Color 41,32,119.13,162.15,3,3812.16,5188.8
1142,Fugabella Color 42,12,119.13,162.15,3,1429.56,1945.8000000000002
1143,Fugabella Color 43,20,111.44,212.56,3,2228.8,4251.2
1144,Fugabella Color 44,11,102.88,152.98,3,1131.6799999999998,1682.78
1145,Fugabella Color 45,25,102.26,168.11,3,2556.5,4202.75
1146,Fugabella Color 46,23,94.42,160,3,2171.66,3680
1147,Fugabella Color 47,25,113.45,160,3,2836.25,4000
1148,Fugabella Color 48,18,92.54,160,3,1665.72,2880
1149,Fugabella Color 49,18,101.69,160,3,1830.42,2880
1150,Fugabella Color 50,12,128.67,160,3,1544.04,1920
1151,شيفون BOMAX 20 انوكس,0,75,93.75,,0,0
1152,تعمرة ملح مربعة,318,95,106.12,,30210,33746.16
1153,بسط مرمو بيضة,394,30,37.5,,11820,14775
1154,بسط مرمو اسود,404,35,45,,14140,18180
1155,تعمرة ملح مثلث,279,83,103.75,,23157,28946.25
1156,تعمرة كوملاط اخضر,7,75,85,,525,595
1157,تعمرة حجر 00,216,16.5,20,,3564,4320
1158,تعمرة حجر 03,363,16.5,20,,5989.5,7260
1159,تعمرة حجر 60 حمراء,503,16.5,21.14,,8299.5,10633.42
1160,تعمرة حجر 4,369,16.5,20,,6088.5,7380
1161,تعمرة حجر 2,356,16.5,20,,5874,7120
1162,تعمرة حجر 4 مربع,236,33,41.82,,7788,9869.52
1163,تعمرة حجر 3 مربع,211,33,41.82,,6963,8824.02
1164,تعمرة حجر 2 مربع,204,33,41.82,,6732,8531.28
1165,تعمرة حجر 1 مربع,253,33,45.45,,8349,11498.85
1166,تعمرة حجر 00 مربع,96,37.5,44.41,,3600,4263.36
1167,تعمرة حجر كوملاط 800 مربع,42,84,98,,3528,4116
1168,مكينة زليج 60 مليطة خضراء,0,550,700,,0,0
1169,مكينة زليج 1.20  VIKTA TOP,0,890,1112.5,,0,0
1170,مكينة زليج 1.20  VELAR كري,2,670,837.5,,1340,1675
1171,مكينة زليج Slim orange 3.80,3,1250,1600,,3750,4800
1172,مكينة زليج slim لامون,1,3700,4700,,3700,4700
1173,مكينة زليج  1.20 DOTCHTEk,0,790,1000,,0,0
1174,مكينة زليج  1.20 يد احمر,0,3100,3875,,0,0
1175,مكينة زليج rubi 63,5,780,975,,3900,4875
1176,مكينة زليج 63 orange,0,320,500,,0,0
1177,مكينة زليج 60 WELLOO,0,600,750,,0,0
1178,فنطوزة RUBI 3.60m,0,6500,7500,,0,0
1179,مكينة زليج SLIM RUBI SLAB SYSTEM,1,7000,8500,,7000,8500
1180,مكينة زليج 1.20 FANANS الومنيوم,0,1300,1600,,0,0
1181,فرطاس البناء صغير,195,5.2,6.5,,1014,1267.5
1182,فرطاس البناء كبير,142,9,15,,1278,2130
1183,فرطاس كريفي,106,6,8.13,,636,861.7800000000001
1184,شطابة كوكو,93,10.2,12.75,,948.5999999999999,1185.75
1185,رولو صمطة لومبلاج اخضر,0,470,587.5,,0,0
1186,سبيراطور xcort 3600W 80L,0,2550,3300,,0,0
1187,سبيراطور xcort 2200W 50L,0,1200,2000,,0,0
1188,سبيراطور xcort 2000W 30L,0,800,1600,,0,0
1189,بريسيون الماء XCORT 1600W,0,900,1200,,0,0
1190,فلينكوط 5kg flincot,31,33,70,,1023,2170
1191,فيبرى SIKA FIBRE,12,54,85,,648,1020
1192,Sika Dur 31 Colle M,63,176.77,220.96,,11136.51,13920.480000000001
1193,Sika Latex 2L سيك حليب,111,121.82,152.27,,13522.019999999999,16901.97
1194,Sika Latex 5L سيك حليب,21,272.16,340.2,,5715.360000000001,7144.2
1195,دلوان 5L ATLAS,15,115,143.75,,1725,2156.25
1196,دلوان 5L WARACHE,0,90,112.5,,0,0
1197,دلوان 5L RAMACOLOR,14,90,110,,1260,1540
1198,ماء قاطع 5L,29,35,41.45,,1015,1202.0500000000002
1199,وايت سبيريت WHITE SPIRIT 5L,18,90,112.5,,1620,2025
1200,ماء قاطع LAGARTO 1L SPAIN,86,12.5,18.75,,1075,1612.5
1201,FUGABELLA ECO 01 BLANCO,35,70.18,115.61,5,2456.3,4046.35
1202,FUGABELLA ECO 02,28,87,101.03,5,2436,2828.84
1203,FUGABELLA ECO 03,24,57.65,101.03,5,1383.6,2424.7200000000003
1204,FUGABELLA ECO 04 G-HIERRO,38,87,101.03,5,3306,3839.14
1205,FUGABELLA ECO 05,76,57.65,101.03,5,4381.4,7678.28
1206,FUGABELLA ECO 06 NEGRO,30,88.57,128.11,5,2657.1,3843.3
1207,FUGABELLA ECO 07,59,57.65,95.63,5,3401.35,5642.17
1208,FUGABELLA ECO 08,35,88.53,155.14,5,3098.55,5429.9
1209,FUGABELLA ECO 09,16,80.31,152.79,5,1284.96,2444.64
1210,FUGABELLA ECO 10,25,79.83,140,5,1995.75,3500
1211,FUGABELLA ECO 11,24,79.83,140,5,1915.92,3360
1212,FUGABELLA ECO 12 NOGAL,29,88.57,154.39,5,2568.5299999999997,4477.3099999999995
1213,FUGABELLA ECO 13,7,84.34,144.17,5,590.38,1009.1899999999999
1214,سيليكون عادي transparent,582,9,16.72,,5238,9731.039999999999
1215,سيليكون عادي blanc,0,13.5,16.88,,0,0
1216,سيليكون عادي noir,0,9.69,18,,0,0
1217,سيليكون Olive universal blanc,0,20,28,,0,0
1218,سيليكون MULTI-USAGE BLANC,611,11.5,14.38,,7026.5,8786.18
1219,سيليكون MULTI-USAGE TRANSPARENT,2408,11.5,23.96,,27692,57695.68
1220,FUGABELLA ECO 20,16,93.04,159.04,5,1488.64,2544.64
1221,FUGABELLA ECO 21,2,294.22,367.78,5,588.44,735.56
1222,سيليكون Selsil 05 BLANC,0,35,45,,0,0
1223,سيليكون ONE BOND FIX BLANC,292,32.4,55,,9460.8,16060
1224,FUGABELLA ECO 24,0,93.57,140,5,0,0
1225,سيليكون MONTAGEFIX-590,19,42,50,,798,950
1226,سيليكون POLYFLEX-422 GRIS,0,37,45,,0,0
1227,FUGABELLA ECO 27,3,128.67,140.01,5,386.01,420.03
1228,سيليكون POLY LUX CRYSTAL,0,55,70,,0,0
1229,FUGABELLA ECO 29,0,319.03,398.79,5,0,0
1230,FUGABELLA ECO 30,20,93.78,140,5,1875.6,2800
1231,FUGABELLA ECO 31,30,87,169.23,5,2610,5076.9
1232,FUGABELLA ECO 32,0,263.92,329.9,5,0,0
1233,ماء قاطع 1L,165,6.5,10,,1072.5,1650
1234,متر شبكة تلبيس بيضاء بلاستيك (50M),2400,2.5,162.5,,6000,390000
1235,متر شبكة تلبيس زرقاء بلاستيك(50M),5000,3.2,200,,16000,1000000
1236,رولو فيبرى HIGHPOWER,0,300,450,,0,0
1237,رولو كوما ماء  LUCKY BIRD 50m,4,210,380,,840,1520
1238,متر كوما خطة ممتازة  10mm,0,3.3,4.5,,0,0
1239,متر كوما خطى 8,0,2.4,3,,0,0
1240,متر كابلي m cable 2*1.5 ingelec,0,5.25,7,,0,0
1241,متر كابلي m cable 3*1.5 ingelec,364,7.8,12,,2839.2,4368
1242,متر كابلي m cable 3*2.5 عادي,0,5.2,8,,0,0
1243,متر كابلي m cable 2*1.5 عادي,0,2.24,4.5,,0,0
1244,رولو جكس النمر,43,75,112.5,,3225,4837.5
1245,شطابة طريق كبيرة,116,65,85,,7540,9860
1246,شطابة طريق صغيرة,113,52,75,,5876,8475
1247,كراطة الماء كبيرة,75,12,13.75,,900,1031.25
1248,كراطة الماء صغيرة,100,9,12,,900,1200
1249,شطابة طريق بلاستيك كبيرة,53,18,45,,954,2385
1250,فنطرو ميني بروس ابيض,53,60,100,,3180,5300
1251,فنطرو ميني بروس اسود,37,60,100,,2220,3700
1252,شطابة ميني بروس رطبة,2,280,450,,560,900
1253,فنطرو ميني بروس احمر,32,60,100,,1920,3200
1254,سيبور ليخة ميني بروس,0,260,350,,0,0
1255,شطابة ميني بروس حرش,3,280,450,,840,1350
1256,Sika Top 122 Reparation M,6,657.72,720,,3946.32,4320
1257,Sika Top 121 Surfacage M,10,520.02,620.02,,5200.2,6200.2
1258,بالة VELAR,0,31.62,63.24,,0,0
1259,عود شطابة لوح,95,5.8,11.48,,551,1090.6000000000001
1260,"متر  دريناج بالثوب DANODREN H15 PLUS(37,8m2)",140,32,36,,4480,5040
1261,"متر دريناج بدون ثوب danodren H15(58,8m2)",202,23,26,,4646,5252
1262,MORCEM DRY SF 5KG,0,54,150,,0,0
1263,مستيك SIKA 543 BEIGE,31,48.6,60.75,,1506.6000000000001,1883.25
1264,مستيك SIKA 543 BLANC,33,48.6,60.75,,1603.8,2004.75
1265,مستيك SIKA 543 NOIR,49,48.6,60.75,,2381.4,2976.75
1266,مستيك SIKA 543 GRIS,69,48.6,60.75,,3353.4,4191.75
1267,مستيك SIKA 544 BLEU,9,55.2,69,,496.8,621
1268,مستيك SIKA 544 MARRON,32,48.6,60.75,,1555.2,1944
1269,متر قنبة 6mm,1500,0.38,2,,570,3000
1270,متر قنبة 4mm,2100,0.18,1,,378,2100
1271,متر قنبة 16mm,0,3.35,5,,0,0
1272,بلينات 41,22,56.09,70.11,,1233.98,1542.42
1273,بلينات 40,20,56.09,74.2,,1121.8000000000002,1484
1274,بلينات 44,7,56.09,82.09,,392.63,574.63
1275,جفاف اصفر,47,4.69,5.87,,220.43,275.89
1276,EPOXY 5L لريزين,10,150,185.91,,1500,1859.1
1277,EPOXY 1L لريزين,4,39.3,45,,157.2,180
1278,بلينات 43,8,56.09,82.09,,448.72,656.72
1279,فلينكوط 20kg flincot,11,130,170,,1430,1870
1280,رويدة برويطة,0,45,75,,0,0
1281,رويدة مكينة ممتازة,25,110,170,,2750,4250
1282,رويدة مكينة عادية,64,32,65,,2048,4160
1283,سيليكون H7070 Transparent,0,36,45,,0,0
1284,سيليكون Tetra Fix Crystal,54,88.35,135.86,,4770.9,7336.4400000000005
1285,سيليكون Tetra Fix Blanc,41,70.18,100,,2877.38,4100
1286,سيليكون Tetra Fix Gris,69,70.18,88.05,,4842.42,6075.45
1287,سيليكون Sika Anchofix,39,191.81,215,,7480.59,8385
1288,سيليكون بيطون  INDEX MO-P,0,68,85,,0,0
1289,سيليكون POLY LUX NOIR,0,55,70,,0,0
1290,فردي سيليكون INGCO HCG1709,23,48.75,70,,1121.25,1610
1291,فردي سيليكون INGCO HCG0909,25,36.75,60,,918.75,1500
1292,فردي سيليكون احمر عادي,94,10,19.13,,940,1798.2199999999998
1293,كركويا 125 Gargoui,18,100,125,,1800,2250
1294,كركويا 110 Gargoui,16,85,106.25,,1360,1700
1295,كركويا 100 Gargoui,5,85,150,,425,750
1296,كركويا 75 Gargoui,9,65,81.25,,585,731.25
1297,كركويا 50 Gargoui,17,45,56.25,,765,956.25
1298,لافابو SINKON 47*76 اسود,1,1750,2250,,1750,2250
1299,لافابو SINKON 47*52 اسود,1,1800,2500,,1800,2500
1300,لافابو دوبل SINKON 52*97 اسود,3,1900,2400,,5700,7200
1301,لافابو ARENA 45*55,0,650,750,,0,0
1302,لافابو PYRAMED INOX 60*45,9,490,600,,4410,5400
1303,لافابو SINKON 40*45,0,280,400,,0,0
1304,سلوم APELL 3,0,186,232.5,,0,0
1305,سلوم EUROSTEP LEO 3 اسود,0,150,187.5,,0,0
1306,سلوم APELL 8,0,496,620,,0,0
1307,PERFIL ACERO CUADRADO 12 INOX GRANILLA 2 80149,0,101.25,130,,0,0
1308,PERFIL ALUMINIO CUADRADO 11 BRONCE BRILLO 80249,41,67.5,90,,2767.5,3690
1309,PERFIL ACERO RECTO 12 INOX BRILLO 80277,0,82.5,125,,0,0
1310,PERFIL ALUMINIO CUADRADO 12.6 NEGRO BRILLO 80344,27,60,80,,1620,2160
1311,PERFIL ACERO CUADRADO 12 INOX GRANILLA 1  80345,9,101.25,130,,911.25,1170
1312,PERFIL ALUMINIO RECTO 12 ORO BRILLO 80380,46,60,80,,2760,3680
1313,PERFIL ACERO CUADRADO 12 INOX BRILLO 80387,0,93.75,125,,0,0
1314,PERFIL ALUMINIO CUADRADO 11 NEGRO MATE 80390,0,67.5,90,,0,0
1315,PERFIL ACERO CUADRADO 12 INOX MATE 80391,0,93.75,125,,0,0
1316,PERFIL ALUMINIO CUADRADO 11 ORO BRILLO 80794,14,67.5,90,,945,1260
1317,PERFIL ALUMINIO CUADRADO 11 NEGRO BRILLO 80396,0,67.5,90,,0,0
1318,PERFIL ALUMINIO CUADRADO 12.6 PLATA BRILLO 80397,8,60,80,,480,640
1319,PERFIL ALUMINIO CUADRADO 12.6 BRONCE BRILLO 80398,47,60,80,,2820,3760
1320,PERFIL ALUMINIO RECTO 12 NEGRO MATE 80469,0,60,80,,0,0
1321,PERFIL ALUMINIO CLASSIC 10.5 ORO BRILLO 80476,43,60,80,,2580,3440
1322,PERFIL ALUMINIO RECTO 12 BRONCE BRILLO 80483,36,60,80,,2160,2880
1323,PERFIL ALUMINIO CLASSIC 10.5 NEGRO BRILLO 80553,0,60,80,,0,0
1324,PERFIL ACERO BASIC CUADRADO 12 NEGRO 80654,0,93.75,125,,0,0
1325,PERFIL ALUMINIO RECTO 12 NEGRO BRILLO 80658,67,60,80,,4020,5360
1326,PERFIL ALUMINIO CUADRADO 12.6 ORO BRILLO 80394,6,60,80,,360,480
1327,PERFIL PELDANO ALUMINIO 10 PLATA MATE 80974,3,82.5,130,,247.5,390
1328,PERFIL PELDANO ACERO M-13 LUX INOX LIJA 80975,6,150,170,,900,1020
1329,بكيط زليج مدور عادي,0,9,18,,0,0
1330,بكيط زليج مدور ممتاز,150,17.5,24.32,,2625,3648
1331,بكيط زليج مربع 1cm,429,26,45,,11154,19305
1332,بكيط زليج مدور اسود,10,26,40,,260,400
1333,ركلة 2m,28,76,100,,2128,2800
1334,ركلة 2.5m,45,95,150,,4275,6750
1335,ركلة 3m,42,108,150,,4536,6300
1336,بكيط جبص بلاستيك,57,4,7.5,,228,427.5
1337,بكيط شبكة تلبيس كارفانيزي,13,6.5,8.13,,84.5,105.69000000000001
1338,بروفيل ليد كرومي led chromie,0,65,81.25,,0,0
1339,بروفيل ليد اسود led noir,0,58,80,,0,0
1340,طوبو رواق 1.6m,0,60,80,,0,0
1341,طوبو رواق 2m,0,75,90,,0,0
1342,طوبو رواق 2.5M,0,93.75,120,,0,0
1343,بكيط قنت انوكس منقوش,21,70,90,,1470,1890
1344,بكيط قنت انوكس حسبي,30,63,77.54,,1890,2326.2000000000003
1345,قفة كبيرة,30,17.5,21.88,,525,656.4
1346,قفة متوسطة,55,15,18.75,,825,1031.25
1347,قفة صغيرة,13,15.3,19.13,,198.9,248.69
1348,سطل بلاستيك,118,9,11.25,,1062,1327.5
1349,سطل كوما كبير,49,25,31.25,,1225,1531.25
1350,سطل كوما صغير,47,21,26.78,,987,1258.66
1351,كرماطة كوما,15,34.68,50,,520.2,750
1352,كرماطة بلاستيك,8,18.36,30,,146.88,240
1353,Kerakoll Ultracem 5kg,34,116.98,260,,3977.32,8840
1354,سيليكون Tetra Fix Noir,17,84.79,120.89,,1441.43,2055.13
1355,sika conservado 5L,2,126.36,150,,252.72,300
1356,زاك 36 NORTON 180mm احمر,15,24,30,,360,450
1357,زاك 60  codaflex TIGOR 180mm احمر,238,20,25,,4760,5950
1358,زاك 36 CECROPS 180mm احمر,906,19.2,24,,17395.2,21744
1359,زاك codaflex TIGOR 180mm 36 احمر,0,20,25,,0,0
1360,زاك codaflex 180mm 36 بلاستيك اسود,195,20,25,,3900,4875
1361,زاك codaflex 180mm 60 بلاستيك اسود,19,20,25,,380,475
1362,زاك CECROPS 115mm 36,858,15.6,19.5,,13384.8,16731
1363,زاك nerox 115mm 16,213,12,15,,2556,3195
1364,زاك CECROPS 115mm 60,1055,15.6,19.5,,16458,20572.5
1365,زاك NEROX 115mm 120,50,12,15,,600,750
1366,زاك CODAFLEX 115mm 60,25,17,21.25,,425,531.25
1367,سيبور ليخة ممتازة MBH,68,50,65,,3400,4420
1368,سيبور ليخة ممتازة عادية,104,15,25,,1560,2600
1369,ليخة ممتازة 50 ناشف,278,38.91,54.73,,10816.98,15214.939999999999
1370,ليخة ممتازة 100 ناشف,334,38.91,54.73,,12995.939999999999,18279.82
1371,ليخة ممتازة 200 ناشف,447,38.91,54.73,,17392.769999999997,24464.309999999998
1372,ليخة ممتازة 100 بالماء,0,40,50,,0,0
1373,ليخة ممتازة 200 بالماء,40,40,50,,1600,2000
1374,بروكة 35 كرانيط MPC ازرق,0,256.61,450,,0,0
1375,بروكة 25 كرانيط ازرق,26,224.4,280.5,,5834.400000000001,7293
1376,بروكة 90 دهبية,17,450,562.5,,7650,9562.5
1377,بروكة 100 دهبية,4,450,562.5,,1800,2250
1378,بروكة 80 دهبية,1,280,350,,280,350
1379,بروكة 70 دهبية,2,240,350,,480,700
1380,بروكة 45 دهبية,6,250,320,,1500,1920
1381,بروكة روند 20,3,200,250,,600,750
1382,بروكة 30 دهبية MBH,6,100,170,,600,1020
1383,بروكة 20 دهبية MBH,0,90,180,,0,0
1384,بروكة 12 دهبية MBH,0,56,120,,0,0
1385,بروكة 10 دهبية MBH,0,54,67.5,,0,0
1386,بروكة 35 دهبية عادية M-STORM,0,61.2,76.5,,0,0
1387,بروكة 35 دهبية MBH,0,110,170,,0,0
1388,مليطة بروكات 7 دهبية,0,550,687.5,,0,0
1389,بروكة 35 حمراء,0,135,168.75,,0,0
1390,شراط حمام 1cm DIAMFLEXE مدور,0,450,600,,0,0
1391,شراط حمام 1cm MBH مدور,24,300,480,,7200,11520
1392,شراط حمام 1cm MBH مربع,26,300,450,,7800,11700
1393,فنطرو FICINA كبير,102,110,120,,11220,12240
1394,فنطرو FICINA صغير,0,81.6,100,,0,0
1395,بروكة 8 دهبية MBH,0,52,150,,0,0
1396,بروكة 6 دهبية MBH,0,50,120,,0,0
1397,ديسكو كرانيط ازرق MBH 180mm,0,110,170,,0,0
1398,ديسكو كرانيط ازرق MPC 125mm,151,60,120,,9060,18120
1399,MPC 125MM ديسكو نجمة,20,95,130,,1900,2600
1400,ديسكو نجمة 180mm MBH,5,150,176.48,,750,882.4
1401,ديسكو زليج احمر 125mm MBH,0,70,100,,0,0
1402,ديسكو زليج احمر عادي 115mm,80,23,57.5,,1840,4600
1403,ديسكو زليج 180mm VELAR,7,132.6,173.4,,928.1999999999999,1213.8
1404,ديسكو خشب 230mm BY SAW BLADE,0,33,65,,0,0
1405,ديسكو خشب 115mm BY SAW BLADE,160,9,25,,1440,4000
1406,ديسكو eco plus احمر 230,0,81.6,100,,0,0
1407,ديسكو SIMAFLEX 80,162,76.5,80,,12393,12960
1408,ديسكو SIMAFLEX 36,6,70,80,,420,480
1409,ديسكو SIMAFLEX 220,10,76.5,80,,765,800
1410,ديسكو SIMAFLEX 120,37,76.5,80,,2830.5,2960
1411,ديمندا MBH زرقاء,612,150,250,,91800,153000
1412,ديمندا MBH سوداء,0,110,137.5,,0,0
1413,ديمندا DAVAM اسود,0,240,300,,0,0
1414,ديمندا VELAR 180mm أزرق,0,115,200,,0,0
1415,ديمندا VELAR 180mm أزرق نجمة,2,125,200,,250,400
1416,ديمندا VELAR 180mm اسود,2,140,250,,280,500
1417,ديمندا VELAR 180mm اسود نجمة,0,145,250,,0,0
1418,ديمندا نجمة زرقاء 36,1,102,200,,102,200
1419,مليطة بروكات جبص 16 pcs,12,35,100,,420,1200
1420,مطرقة زليج RUBI 500g,22,110,150,,2420,3300
1421,مطرقة زليج RUBI 750g,10,145,190,,1450,1900
1422,مطرقة زليج Goldblatt,4,140,190,,560,760
1423,مطرقة مسمار يد لوح,17,24,45,,408,765
1424,مطرقة 1Kg orange,37,35,75,,1295,2775
1425,مطرقة 2Kg orange,24,50,75,,1200,1800
1426,مطرقة 1.5Kg orange,48,42,75,,2016,3600
1427,مطرقة زليج صغيرة عادية,69,16,65,,1104,4485
1428,مطرقة زليج كبيرة عادية,0,26,70,,0,0
1429,مطرقة زليج متوسطة عادية,2,22,27.5,,44,55
1430,مطرقة VELAR 1Kg,0,32.64,50,,0,0
1431,خلاط VIKTA TOP احمر,0,420,700,,0,0
1432,خلاط INGCO 1400W,8,937.5,1200,,7500,9600
1433,ميزان ليزر meakida,0,700,875,,0,0
1434,خلاط RUBI 1200W كبير,1,1650,1900,,1650,1900
1435,فيبراسيون DOTCHTEK,0,670,850,,0,0
1436,فيبراسيون FALANS 16.8V,0,725,906.25,,0,0
1437,فيبراسيون زرقاء 36V,0,550,900,,0,0
1438,فيبراسيون  FIXED PLATE كبيرة,1,1650,2100,,1650,2100
1439,مكينة تقطيع الحيط XCORT,2,2500,2900,,5000,5800
1440,بوسط سودور  Kzubr 350,0,950,1200,,0,0
1441,بومبا الماء INGCO 750W,0,562.5,850,,0,0
1442,بريسيون الماء XCORT 21V,4,1000,1500,,4000,6000
1443,فيسوس + شينيور INGCO 20V,0,674.25,900,,0,0
1444,ديكاجور باطري INGCO 20V,0,1574.25,1969.39,,0,0
1445,فيسوس INGCO 20V,0,561.75,700,,0,0
1446,شينيور Professional copy bosh,0,240,350,,0,0
1447,شينيور Professional اخضر,4,195,300,,780,1200
1448,منشار صغير INGCO 20V,2,524.25,800,,1048.5,1600
1449,مكينة حك TOTAL DRYWALL SANDER 1050W,0,1500,1758.62,,0,0
1450,لامون BOSH 2200W,48,843.43,1148.47,,40484.64,55126.56
1451,لامون BOSH 2000W,1,938.4,1200,,938.4,1200
1452,لامون BOSH 710W,-3,339.38,505.26,,-1018.14,-1515.78
